task,repo,n,npass,p,v,keep,gt_class,gt_rank
pandas:c156b12f8c070b77d63c3bcd7b356d7a7597a3cc,pandas,24,10,0.4167,0.9857,1,learnable,320
pandas:e4d0c1d7feab7913cb80e970c1389a84a9d438ab,pandas,24,10,0.4167,0.9857,1,learnable,321
pandas:73c1d3269830d787c8990de8f02bf4279d2720ab,pandas,24,10,0.4167,0.9857,1,learnable,322
pandas:dcba6085596e85fbdd20133a6ccbee7a7dc9535e,pandas,24,10,0.4167,0.9857,1,learnable,323
pandas:69b25ee82aeca1fc94a04cfa0159c70ad2a625b4,pandas,24,10,0.4167,0.9857,1,learnable,324
pandas:f75f115a4a6364282d38e86b193abc74036d3a96,pandas,24,10,0.4167,0.9857,1,learnable,325
pandas:386494d0dc851be9e86b1576f30fa8705df4d47b,pandas,24,10,0.4167,0.9857,1,learnable,326
pandas:5269aefa910d5c762bb73f0313657bf0d83a3cfa,pandas,24,10,0.4167,0.9857,1,learnable,327
pandas:30059081e946a2020d08d49bf4fa7b771d10089a,pandas,24,10,0.4167,0.9857,1,learnable,328
pandas:e46026ff4669a30192b91e362ce8cdcbc9693870,pandas,24,10,0.4167,0.9857,1,learnable,329
pandas:e3ff3d95d7f87e6c0b24c5ad2983e84778c95741,pandas,24,10,0.4167,0.9857,1,learnable,330
pandas:fb62fcf91c874e9c24fa83693c4e6e613f35f864,pandas,24,10,0.4167,0.9857,1,learnable,331
pandas:4bb52f287ce3c698ac27a293b84a242827a26fb4,pandas,24,14,0.5833,0.9857,1,learnable,357
pandas:ebe760e4011e5efd969fbc2cbffa2066ec0979e6,pandas,24,14,0.5833,0.9857,1,learnable,358
pandas:716689a9bfa3fba67a2c84cd9e3b1834afb7a1e0,pandas,24,14,0.5833,0.9857,1,learnable,359
pandas:dee2c5571887b6ce26071440d288f59f141db6ad,pandas,24,14,0.5833,0.9857,1,learnable,360
pandas:428f33c30b4fb716f2e356db0026a4007b7c53c5,pandas,24,14,0.5833,0.9857,1,learnable,361
pandas:30efa5fbda46b1d71779cb7f7ce0e5b81fa5474f,pandas,24,14,0.5833,0.9857,1,learnable,362
pandas:03a49813074c84665c9ea611c56bb0059f434227,pandas,24,14,0.5833,0.9857,1,learnable,363
pandas:15bacea86844237a9e5290446612ebe3ea712d84,pandas,24,14,0.5833,0.9857,1,learnable,364
pandas:f44ac0634efa9948dbafeb5fb68e60c5e4e44f76,pandas,24,14,0.5833,0.9857,1,learnable,365
pandas:be03eb13fdb97d1231ec99f162f9bc0c170d50e1,pandas,24,14,0.5833,0.9857,1,learnable,366
pandas:e6f1537fc157ea7acaae71db2f11dee1b00951de,pandas,24,14,0.5833,0.9857,1,learnable,367
pandas:822dc6f901fafd646257de2fc5ea918bbec82f93,pandas,24,14,0.5833,0.9857,1,learnable,368
pandas:fd2146ff36cc916a2bdb88051bc57376fd5d367d,pandas,24,14,0.5833,0.9857,1,learnable,369
pandas:9db7f3eff3ec01f32806967fe372d60cfe75184b,pandas,24,14,0.5833,0.9857,1,learnable,370
pandas:c5b4272ed1e7d71266e06660ce9970527711fd55,pandas,24,14,0.5833,0.9857,1,learnable,371
pandas:f47516d50b670439929894cf6afbacdfa85855cf,pandas,24,14,0.5833,0.9857,1,learnable,372
pandas:cd1af81387784cce25cc8ae0813ac02ac58c3b8a,pandas,24,14,0.5833,0.9857,1,learnable,373
pandas:baeb1bf92b763861212d0dee951bd8ea658deadb,pandas,24,14,0.5833,0.9857,1,learnable,374
pandas:5b4893660043c578f2c93d2b83e76cba53278a5e,pandas,24,14,0.5833,0.9857,1,learnable,375
pandas:09e4b780f09c5aa72bb2a6ae2832612f81dc047f,pandas,24,14,0.5833,0.9857,1,learnable,376
pandas:a0896e107ac03cd667b47e7be2059cd261b65938,pandas,24,14,0.5833,0.9857,1,learnable,377
pandas:9a8152c95c8c61a0cdf33c64b80bbc9f2f9d27b6,pandas,24,14,0.5833,0.9857,1,learnable,378
pandas:2a6c6a2d131e49aa1b0272d5d5bef94c9810f67f,pandas,24,14,0.5833,0.9857,1,learnable,379
pandas:76f0dad18572d4823aca37a30bb1331a72185b53,pandas,24,14,0.5833,0.9857,1,learnable,380
pandas:a180f0fad6e57a92c13dda1eebfb3c9aa6eee96d,pandas,16,10,0.6250,0.9763,1,learnable,487
pandas:a317995665c5185a7a31316555d34fe5653941fc,pandas,8,5,0.6250,0.9763,1,learnable,488
pandas:adfc78b1a0ebd3083f4b725772b07b4db1454957,pandas,16,10,0.6250,0.9763,1,learnable,489
pandas:9f54f707fa9f79ec225f715e4b802f8f91c45b52,pandas,24,15,0.6250,0.9763,1,learnable,490
pandas:8a8df02785cc3b7674ca6eeaaa33353b55cf2031,pandas,24,15,0.6250,0.9763,1,learnable,491
pandas:d6f646b28783686b87d1c563d7b786c0c9602ae5,pandas,24,15,0.6250,0.9763,1,learnable,492
pandas:845c50c9e2ce611c773422ae9db7097fc3e5fba5,pandas,24,15,0.6250,0.9763,1,learnable,493
pandas:89ddd8a70ede962dfcff01cf21f375b88fc8098b,pandas,24,15,0.6250,0.9763,1,learnable,494
pandas:a5aed5d2979428b00e90e586093c69f6e21864ac,pandas,24,15,0.6250,0.9763,1,learnable,495
pandas:73da0ff2cafa1c2edbd54c806b4da6c698584f86,pandas,24,15,0.6250,0.9763,1,learnable,496
pandas:7e9da33f346a3328632fba5441a9b4524f3aa17c,pandas,16,10,0.6250,0.9763,1,learnable,497
pandas:49bddad8b16d7c881a3440340035b1b83854e55e,pandas,16,10,0.6250,0.9763,1,learnable,498
pandas:325dd686de1589c17731cf93b649ed5ccb5a99b4,pandas,24,15,0.6250,0.9763,1,learnable,499
pandas:66e83ccbb6eb0b24a751ced95def26877e9277ef,pandas,24,15,0.6250,0.9763,1,learnable,500
pandas:104ef4d898b91ac5ea60abff1677f8637466c6c4,pandas,24,15,0.6250,0.9763,1,learnable,501
pandas:0297710e9c5f2221014d0cb7965deec7aa5882de,pandas,24,15,0.6250,0.9763,1,learnable,502
pandas:7dc86ccc0ef8ac159a17a067a4ce2ee1ce0557f6,pandas,24,15,0.6250,0.9763,1,learnable,503
pandas:30dd64145515106bce26b846c562daaaec4d9660,pandas,16,10,0.6250,0.9763,1,learnable,504
pandas:ff4437eb3b27440ea2304a8613369ebec0b8b72a,pandas,24,15,0.6250,0.9763,1,learnable,505
pandas:1104f0dc029482ba657f96168a42407569061940,pandas,24,15,0.6250,0.9763,1,learnable,506
pandas:ef9b9387c88cf12b20dd8656dfedfc236e0f3352,pandas,24,15,0.6250,0.9763,1,learnable,507
pandas:e1ee2b0679e5999c993a787606d30e75faaba7a2,pandas,8,5,0.6250,0.9763,1,learnable,508
pandas:42a43e3b74665701abbbe31dc461ef38419274bf,pandas,16,10,0.6250,0.9763,1,learnable,509
pandas:bb2c10e246d384c2a06adea6bdb2c4b84537de73,pandas,24,15,0.6250,0.9763,1,learnable,510
pandas:3aed81cec6ea5465fc768c7f9e32103f3f6c37d1,pandas,16,10,0.6250,0.9763,1,learnable,511
pandas:810fa77088b78e9eb0ba83ab6055d4d4e89fe3f5,pandas,16,10,0.6250,0.9763,1,learnable,512
pandas:5422807194d83e47270c2b49b3c79453b437425a,pandas,16,10,0.6250,0.9763,1,learnable,513
pandas:3f3c852deebc90a62ddfabc16977e84f3e067d80,pandas,16,10,0.6250,0.9763,1,learnable,514
pandas:9b16b1e1ee049b042a7d59cddd8fbd913137223f,pandas,16,10,0.6250,0.9763,1,learnable,515
pandas:57fb83f56f5a78f422104d7eac0811836f855ddf,pandas,16,10,0.6250,0.9763,1,learnable,516
pandas:0abfc7e24702266820ae1e7888a8374151ebef04,pandas,16,10,0.6250,0.9763,1,learnable,517
pandas:339edcdb7ecc6edc6fde1b7d1413dbb746d2bcca,pandas,8,5,0.6250,0.9763,1,learnable,518
pandas:f66246e63f4004c6f0c400ecbd5ccd22bef407bd,pandas,16,10,0.6250,0.9763,1,learnable,519
pandas:34191ddb1b3962513f7cd17b35045b9cdfc09cbd,pandas,24,9,0.3750,0.9763,1,learnable,520
pandas:e0d9651b2721b2a009e23b5597fa7549521538c8,pandas,16,6,0.3750,0.9763,1,learnable,521
pandas:028d0d6221e3533f29f9402885bfaf6dcf1f1e66,pandas,24,9,0.3750,0.9763,1,learnable,522
pandas:85c221a050d548fcb0541f3153372b8ca3aee70e,pandas,24,9,0.3750,0.9763,1,learnable,523
pandas:3cfd8685ee7fddba819932c92884427ee9a78866,pandas,16,6,0.3750,0.9763,1,learnable,524
pandas:29094b6aaeae74794d1745c2f73ea04195acaa16,pandas,24,9,0.3750,0.9763,1,learnable,525
pandas:14d7b96f1638e3172fb40a2eec02137f79d4cf88,pandas,24,9,0.3750,0.9763,1,learnable,526
pandas:7839305968e2a47ae3e4a17ad9b156fdf7f04fd7,pandas,24,9,0.3750,0.9763,1,learnable,527
pandas:13f0055dc7d1da0a76e2c37f5106fc513b622566,pandas,16,6,0.3750,0.9763,1,learnable,528
pandas:a38a583476934cb3cbd91224d16babf869dfee2d,pandas,24,9,0.3750,0.9763,1,learnable,529
pandas:a890239b7020dec714d9819b718d83f786bfda34,pandas,24,9,0.3750,0.9763,1,learnable,530
pandas:d19a31e88a60ed36c0431c28dd58f32caf103028,pandas,24,9,0.3750,0.9763,1,learnable,531
pandas:e0c5b87850f924a2e7ab680979c628784d96181b,pandas,16,6,0.3750,0.9763,1,learnable,532
pandas:9e33bf7b1308baa1d8977f2dd501140c9cd09294,pandas,24,9,0.3750,0.9763,1,learnable,533
pandas:aa3e4209bc266ab3b8011063943e8fabc5c6891e,pandas,24,9,0.3750,0.9763,1,learnable,534
pandas:c7325d7e7e77ecb4a4e57b48bc25265277c75712,pandas,24,9,0.3750,0.9763,1,learnable,535
pandas:f7e1f940fd23e2bf7b8058c87949bc0720159075,pandas,24,9,0.3750,0.9763,1,learnable,536
pandas:3467469e6311561183bfb3981ae9fd6dad2bc1d8,pandas,24,9,0.3750,0.9763,1,learnable,537
pandas:7d0ee96f9aedbbcd50781e1b8536f1914ecae984,pandas,24,9,0.3750,0.9763,1,learnable,538
pandas:03bbcb0d14b0f404692a78db0d41968e67667fdd,pandas,24,9,0.3750,0.9763,1,learnable,539
pandas:cca262d35b881d327e26782da699c1fe405c1c24,pandas,24,9,0.3750,0.9763,1,learnable,540
pandas:89d8aba76a2bb930e520590d145e3d67b2046e39,pandas,24,9,0.3750,0.9763,1,learnable,541
pandas:83f84ed5b7230cf9015a7bde5cc95d91b9282bb3,pandas,24,9,0.3750,0.9763,1,learnable,542
pandas:d06fb912782834125f1c9b0baaea1d60f2151c69,pandas,16,6,0.3750,0.9763,1,learnable,543
pandas:f9248f0de2dd94386675d2a7e54deebce15741c6,pandas,16,6,0.3750,0.9763,1,learnable,544
pandas:2455f88ba955ba16f3d50521b2e7cf3df5dc1f32,pandas,16,6,0.3750,0.9763,1,learnable,545
pandas:9be48ef953fe080c68440b21cfd6d232d1537ba7,pandas,24,9,0.3750,0.9763,1,learnable,546
pandas:782dc1860f1146317dfc5f75c121bc98bb88d957,pandas,8,3,0.3750,0.9763,1,learnable,547
pandas:8b0ad717d1ec54dd40136817a326b41817ffcb86,pandas,16,6,0.3750,0.9763,1,learnable,548
pandas:5a227a410c520ceec2d94369a44e2ab774a40dc3,pandas,8,3,0.3750,0.9763,1,learnable,549
pandas:e752928a17055f82ef3464c35b24ae68031b60aa,pandas,8,3,0.3750,0.9763,1,learnable,550
pandas:e132d856e7546e6c5eb673992539cebf40a49496,pandas,16,6,0.3750,0.9763,1,learnable,551
pandas:4c6feae6bcba87cf038f115545a5a799e592afc5,pandas,16,6,0.3750,0.9763,1,learnable,552
pandas:030f8703858e7381d43b79a31790fb993a39934f,pandas,16,6,0.3750,0.9763,1,learnable,553
pandas:69f225a967d00d9d2c81d2c01b00936bd1bade28,pandas,8,3,0.3750,0.9763,1,learnable,554
pandas:3e40c3a419e573afec3c76251404604b8bd1bcca,pandas,8,3,0.3750,0.9763,1,learnable,555
pandas:5cd594f137f91a0c3c97353066029d5dcc775c9a,pandas,8,3,0.3750,0.9763,1,learnable,556
pandas:bbfd4bac2f9a862bf5fc6b78ee22a2217128e0d5,pandas,16,6,0.3750,0.9763,1,learnable,557
pandas:b2f6b701e9998d491c257a719866bebd0af81106,pandas,16,6,0.3750,0.9763,1,learnable,558
pandas:1b2646a7b6e728b51bce04a2263f3f3dec00938a,pandas,24,16,0.6667,0.9608,1,learnable,653
pandas:b3caae0b906923877ac41c7cbb7dc65c7e2fa36c,pandas,24,16,0.6667,0.9608,1,learnable,654
pandas:01141ab8f3a1d74382890b53cfc2a00259055259,pandas,24,16,0.6667,0.9608,1,learnable,655
pandas:30cb546447a0a132d2dbcedfdf2b41eefd00d1cf,pandas,24,16,0.6667,0.9608,1,learnable,656
pandas:e7c1ef71d80797cab0bffda8c47948261cffc139,pandas,24,16,0.6667,0.9608,1,learnable,657
pandas:4e3d691a5d127092dd490b9b199d6eb2b7c06e64,pandas,24,16,0.6667,0.9608,1,learnable,658
pandas:ad843672bb051d43a5ae05686e1af7fe39bdedf2,pandas,24,16,0.6667,0.9608,1,learnable,659
pandas:08fd9c0c0cc939a5c41bb4d198349d42efd986de,pandas,24,16,0.6667,0.9608,1,learnable,660
pandas:b5abe5d411c2027a29689503f61d5058008de7e9,pandas,24,16,0.6667,0.9608,1,learnable,661
pandas:599f94f41f0847a478959d2b7df41df0280a980c,pandas,24,16,0.6667,0.9608,1,learnable,662
pandas:abcd440e11d061171b0a4eeb058748629a288568,pandas,24,16,0.6667,0.9608,1,learnable,663
pandas:2f6a0c94e91a85c530e60bbfd846c8522804b228,pandas,24,16,0.6667,0.9608,1,learnable,664
pandas:f886f1311b85286f3cabd6dac255c837e9b0491b,pandas,24,16,0.6667,0.9608,1,learnable,665
pandas:b8807eb121eae55b538c22988884ec613f4f2dad,pandas,24,16,0.6667,0.9608,1,learnable,666
pandas:3eeef2ab038f42203bcddcd829e22874dbce8dbc,pandas,24,16,0.6667,0.9608,1,learnable,667
pandas:42b4c975e55c59da7868f99f9949841aca12a08d,pandas,24,16,0.6667,0.9608,1,learnable,668
pandas:14a581d6cbeb8ac63583a65fa817d0d53e1ba86c,pandas,24,16,0.6667,0.9608,1,learnable,669
pandas:185a654e3db9976d33e7ba10b9c464214e7bf280,pandas,24,8,0.3333,0.9608,1,learnable,725
pandas:bf6c5c3c7b466d211df663ae11e3c027b85982bc,pandas,24,8,0.3333,0.9608,1,learnable,726
pandas:b9edc9a2a3e9cb3251b55e42a87cff2ded2ae6cb,pandas,24,8,0.3333,0.9608,1,learnable,727
pandas:09633b868f2f999599e29d32a326e112fdbbf3ec,pandas,24,8,0.3333,0.9608,1,learnable,728
pandas:ce6882fd3e889b8ca05e95245dc1b29d709ca2f6,pandas,24,8,0.3333,0.9608,1,learnable,729
pandas:db978c716369064421c5ca71bd26002e0021e0d1,pandas,24,8,0.3333,0.9608,1,learnable,730
pandas:28ea152c33fc88c6c0607d2ae02e96933a9b26dd,pandas,24,8,0.3333,0.9608,1,learnable,731
pandas:23b546f96f49611541585c3914301ba874ced308,pandas,24,8,0.3333,0.9608,1,learnable,732
pandas:817b25a3e8f216a528450f5a70393577e0b1404b,pandas,24,8,0.3333,0.9608,1,learnable,733
pandas:1f135eb94eac1d5cb41ad7d149a44c6f51358fc7,pandas,24,8,0.3333,0.9608,1,learnable,734
pandas:6fd33769b1831d39decbe7932756d33b1bd9eff9,pandas,24,8,0.3333,0.9608,1,learnable,735
pandas:f4851dd50608791026cb40aba61ed5cff18a608d,pandas,24,8,0.3333,0.9608,1,learnable,736
pandas:72a10906bfedad13208139f7847848d34a361acd,pandas,24,8,0.3333,0.9608,1,learnable,737
pandas:a23f90142352b6427916292b2b9faa7bb61d07bc,pandas,24,8,0.3333,0.9608,1,learnable,738
pandas:45d0898d51f9373e0af3457ecbb86fee8cd65f07,pandas,24,8,0.3333,0.9608,1,learnable,739
pandas:7ba2ec8a6300289cf5dba39782dbc019103e0343,pandas,24,8,0.3333,0.9608,1,learnable,740
pandas:53243e8ec73ecf5035a63f426a9c703d6835e9a7,pandas,24,8,0.3333,0.9608,1,learnable,741
pandas:010989debf9ad8cd802bf002fb421a47d3b62d19,pandas,24,8,0.3333,0.9608,1,learnable,742
pandas:71f48a1804496363037d3164f656ca86e4f7bbc0,pandas,24,8,0.3333,0.9608,1,learnable,743
pandas:911e19bf0868b6d9ba76e63e071f410bb693fa50,pandas,24,8,0.3333,0.9608,1,learnable,744
pandas:b6f21f3fe14e7934bb7e6ba8ccf1692868aa96d0,pandas,24,8,0.3333,0.9608,1,learnable,745
pandas:1b60699d1ff0058aff11eddc1f79c0e64c085b78,pandas,24,8,0.3333,0.9608,1,learnable,746
pandas:0f3e53f1664157db98847d466eef7b886fe2f459,pandas,24,8,0.3333,0.9608,1,learnable,747
pandas:aafd4c81f691bb8c40752c523e5c942d6d2bbb82,pandas,24,8,0.3333,0.9608,1,learnable,748
pandas:b934b0e529fc245460fd81481eee97237fba9c04,pandas,24,8,0.3333,0.9608,1,learnable,749
pandas:ee8346d3a232bb9b9d35612b4c4d41eb80ab18c9,pandas,24,8,0.3333,0.9608,1,learnable,750
pandas:08895fa88cb5a64390cca4db3659806c23b08a19,pandas,24,8,0.3333,0.9608,1,learnable,751
pandas:f80436dc787795a176f717a9b58a99d8005b6627,pandas,24,8,0.3333,0.9608,1,learnable,752
pandas:d68aa43ef65eed66c2965e990f75bd91687b8cec,pandas,16,11,0.6875,0.9500,1,learnable,798
pandas:1add02c84ba39bdcff6fb943e255f8c30e457678,pandas,16,11,0.6875,0.9500,1,learnable,799
pandas:85786960bff221ff4164871d4690a86b2c295daa,pandas,16,11,0.6875,0.9500,1,learnable,800
pandas:eaddc1d4815b96f2cdee038c6e26fe7fc9084f13,pandas,16,11,0.6875,0.9500,1,learnable,801
pandas:0f9289deeb957f574b6644e5a732acb071ea7315,pandas,16,11,0.6875,0.9500,1,learnable,802
pandas:5c81ac4f83a1e1bcc7705f0699ae741fe94f0631,pandas,16,11,0.6875,0.9500,1,learnable,803
pandas:191d63371b69317e4194480f5f8166ab6920def5,pandas,16,11,0.6875,0.9500,1,learnable,804
pandas:16e8ea8a878c2e08af9b89f08d049000b99e8d8c,pandas,16,11,0.6875,0.9500,1,learnable,805
pandas:ecc46c382a2bb1a7dfb783674064fc0c9d269ea2,pandas,16,11,0.6875,0.9500,1,learnable,806
pandas:82f9a0eaa6b7bdf841ace05f5a23f0e54b63dd32,pandas,16,11,0.6875,0.9500,1,learnable,807
pandas:457df830c49cb6c53f2e45d2cf28686b018aa526,pandas,16,11,0.6875,0.9500,1,learnable,808
pandas:ab34dd68d5cda8476298c2422b98f34090e2e7e4,pandas,16,11,0.6875,0.9500,1,learnable,809
pandas:902be0267dfe3c2ec9263a92919ed0c2cca7ce18,pandas,16,11,0.6875,0.9500,1,learnable,810
pandas:017bde1ad41bdd37d87b0ad651ecab1b3d3da1d5,pandas,16,5,0.3125,0.9500,1,learnable,811
pandas:f941b76911e3e1069a3c9052835db9d04ac7e87f,pandas,16,5,0.3125,0.9500,1,learnable,812
pandas:bd31d648623f0e05780731558a68a5a854cbb0cc,pandas,16,5,0.3125,0.9500,1,learnable,813
pandas:c9dc91d8ed61317a6a62702546c6ff59d5f68044,pandas,16,5,0.3125,0.9500,1,learnable,814
pandas:18f9460adcada719d0687852d8357b876dfc81fb,pandas,16,5,0.3125,0.9500,1,learnable,815
pandas:8b56ea30f185dfe9e05cbbd5e5be261388354ae8,pandas,16,5,0.3125,0.9500,1,learnable,816
pandas:5bf346c7e26ae74c1e02c433cdf370de4adb7ac1,pandas,16,5,0.3125,0.9500,1,learnable,817
pandas:a1d9c96389b27e55d1d9910f97ae42fdf3e2b393,pandas,16,5,0.3125,0.9500,1,learnable,818
pandas:e0e948dd71c2a1f688638a62735ecd28804dfe8c,pandas,16,5,0.3125,0.9500,1,learnable,819
pandas:c866a4ad6b419f33bc004513a41b3b64e0b587f6,pandas,16,5,0.3125,0.9500,1,learnable,820
pandas:e0ca3deca297c7eea57b5a5c6b5fc0deebffc3c4,pandas,16,5,0.3125,0.9500,1,learnable,821
pandas:14bfd6b9cb804b342606909ffed194bdb1ba23ec,pandas,16,5,0.3125,0.9500,1,learnable,822
pandas:6db0b55a88a3f9b83136f0735b9a01c003af41ea,pandas,16,5,0.3125,0.9500,1,learnable,823
pandas:16ccbca475695acf85f2aef00b74fe533b2c37c5,pandas,16,5,0.3125,0.9500,1,learnable,824
pandas:61819aba14dd7b3996336aaed84d07cd936d92b5,pandas,16,5,0.3125,0.9500,1,learnable,825
pandas:de7218391774db999f41790b3c8f5932a15eb028,pandas,16,5,0.3125,0.9500,1,learnable,826
pandas:667c947956281c0d23cdfbcb7cf8178e9ad5adaf,pandas,16,5,0.3125,0.9500,1,learnable,827
pandas:229722e6a24b9658a27fc06b617701ad02aaa435,pandas,24,17,0.7083,0.9366,1,learnable,896
pandas:e118b1d6b23d1d829c3db05505ef4873f0314e99,pandas,24,17,0.7083,0.9366,1,learnable,897
pandas:604ac48741570057e7a0b6df4f74fa20e215c6a3,pandas,24,17,0.7083,0.9366,1,learnable,898
pandas:4556fe20e76f5286403085bceb2e9d49ebbde8da,pandas,24,17,0.7083,0.9366,1,learnable,899
pandas:461772af9bc8c4899f7af5639c69cc93d87e6f1b,pandas,24,17,0.7083,0.9366,1,learnable,900
pandas:a20dd5c9092456f77c9b82a97349927f33a0a095,pandas,24,17,0.7083,0.9366,1,learnable,901
pandas:901b02f67c426872d75b5ba3e2eb5e42732a6c67,pandas,24,17,0.7083,0.9366,1,learnable,902
pandas:4582c1c8701075a9f9f0bf75fbcd8546515b43e8,pandas,24,17,0.7083,0.9366,1,learnable,903
pandas:afab28693146098fd229f79a24b085265c24f8c7,pandas,24,17,0.7083,0.9366,1,learnable,904
pandas:e639af2afd18b90ab9063df9c1927ae1f357a418,pandas,24,17,0.7083,0.9366,1,learnable,905
pandas:d84f9eb32aea33a8f790e8e365cf226eddd5c7a7,pandas,24,17,0.7083,0.9366,1,learnable,906
pandas:c871284c0c5765d3d10ad1bad9fe1d4275e2d696,pandas,24,17,0.7083,0.9366,1,learnable,907
pandas:d3bc3722aeccb03841cda617c17f042736b04bb3,pandas,24,7,0.2917,0.9366,1,learnable,908
pandas:ab687aec38668cdb0139ca02d6e37e8c8386ae7d,pandas,24,7,0.2917,0.9366,1,learnable,909
pandas:e6bd49f4f27d2a9353aee04d326d911fb843596a,pandas,24,7,0.2917,0.9366,1,learnable,910
pandas:70f1c28c76c5141701cd1123a22f425894fd15a4,pandas,24,7,0.2917,0.9366,1,learnable,911
pandas:606e0fe5834b82d94a17ed2614008270ecb93171,pandas,24,7,0.2917,0.9366,1,learnable,912
pandas:3e4a2179db02767ad45d35f159fc9a8d1e459895,pandas,24,7,0.2917,0.9366,1,learnable,913
pandas:aff06947998247e26bafa6370ec356f918ee4ed9,pandas,24,7,0.2917,0.9366,1,learnable,914
pandas:37bd0fd0ea6867ee23a170d297d46d2d9e30c2ee,pandas,24,7,0.2917,0.9366,1,learnable,915
pandas:8a354b7630f74739212725c38cbaa9b069191a88,pandas,24,7,0.2917,0.9366,1,learnable,916
pandas:70ca24680d3e51fa4b957366e8093b3cc755462d,pandas,24,7,0.2917,0.9366,1,learnable,917
pandas:fd3e2057e02b356a2b5e519ddccda89dd97c3ea3,pandas,24,7,0.2917,0.9366,1,learnable,918
pandas:84fa2ef3d17f63709805aae74b2a56b143c551da,pandas,24,7,0.2917,0.9366,1,learnable,919
pandas:a42441d9e6ac1b0645d7cb0cf1d2cc4757511e2c,pandas,24,7,0.2917,0.9366,1,learnable,920
pandas:80c005e67f96f431674a37ecd8a9e8a2808f7db4,pandas,24,7,0.2917,0.9366,1,learnable,921
pandas:f5409cb1469f62ba22348a1698165a34f1ab464f,pandas,24,7,0.2917,0.9366,1,learnable,922
pandas:3ca6330bf06f368cc886a22655f8fd58463b00ca,pandas,24,7,0.2917,0.9366,1,learnable,923
pandas:6220d22b45eb67dc2b5eda1c62a0ce97952e0728,pandas,24,7,0.2917,0.9366,1,learnable,924
pandas:3bbaa8952f673c7aa7757ff85fff7b04de08950c,pandas,24,7,0.2917,0.9366,1,learnable,925
pandas:773f341c8cc5a481a5a222508718034457ed1ebc,pandas,24,7,0.2917,0.9366,1,learnable,926
pandas:5b8952d881f4d0b78cac184cbd175fc341de2a08,pandas,24,7,0.2917,0.9366,1,learnable,927
pandas:e8efc62ca4447493ec3b39be593e7e2d72bfb2ff,pandas,24,7,0.2917,0.9366,1,learnable,928
pandas:0ad74d70d5a46bb548ec51ed551d9388ad9c40df,pandas,24,7,0.2917,0.9366,1,learnable,929
pandas:1ac13910aabaabeec0f00319d14d31a08e294475,pandas,24,7,0.2917,0.9366,1,learnable,930
pandas:ddbeca610f0064f8860aa428db3df2e6d22cb833,pandas,24,7,0.2917,0.9366,1,learnable,931
pandas:67b79e561ef47edb09ba7807ce61e01a8c81927e,pandas,24,7,0.2917,0.9366,1,learnable,932
pandas:bc65fe6c12dc78679ba8584eee83c6e3e243b5b9,pandas,24,7,0.2917,0.9366,1,learnable,933
pandas:3f10d51d6371bea6b5ab7d3cd7f56ef9deaf5f21,pandas,24,18,0.7500,0.8999,1,learnable,1073
pandas:89d79c59bea4b8689294910d181d81d34a6b6e0b,pandas,8,6,0.7500,0.8999,1,learnable,1074
pandas:60d6f289201faf507117e9c18e364726d0d2a7bd,pandas,16,12,0.7500,0.8999,1,learnable,1075
pandas:ac762aff0897373c2e25fe666b50ba24b545cd72,pandas,24,18,0.7500,0.8999,1,learnable,1076
pandas:7456fc52e1546d263b88ba5772c0324f91ff0804,pandas,8,6,0.7500,0.8999,1,learnable,1077
pandas:c3e835a0911da6177923e6bb0b086377d5888b94,pandas,16,12,0.7500,0.8999,1,learnable,1078
pandas:3e718e3f20df55d7f915985d427e28e4c00d79a2,pandas,16,12,0.7500,0.8999,1,learnable,1079
pandas:508d0d204ea5151cd64756425611a2c26e5365b3,pandas,24,18,0.7500,0.8999,1,learnable,1080
pandas:821aa25c9039e72da9a7b236cf2f9e7d549cbb7b,pandas,24,18,0.7500,0.8999,1,learnable,1081
pandas:30362ed828bebdd58d4f1f74d70236d32547d52a,pandas,24,18,0.7500,0.8999,1,learnable,1082
pandas:ebe4dc71d0bf2c5a07761cef7c958b57071aae1b,pandas,24,18,0.7500,0.8999,1,learnable,1083
pandas:cd649a2d76f0a387be5012a9730135ab122b24a0,pandas,24,18,0.7500,0.8999,1,learnable,1084
pandas:ac3056f2f13e5287dc66d09f31522f7fba592fec,pandas,24,18,0.7500,0.8999,1,learnable,1085
pandas:4468823cd6bce2e0cb508f71c0e3bce39838754c,pandas,24,18,0.7500,0.8999,1,learnable,1086
pandas:b1eb97bdfe17f477600eef19e82d65480457bbf5,pandas,16,12,0.7500,0.8999,1,learnable,1087
pandas:c298a60a5cabd029c1e643ff4c68c424b5791f38,pandas,24,18,0.7500,0.8999,1,learnable,1088
pandas:e6fd3db525589c87a881b79966b2ae0acfc0600b,pandas,24,18,0.7500,0.8999,1,learnable,1089
pandas:dcde1f46cd41a7ef66feb61168f58fb0db244787,pandas,8,6,0.7500,0.8999,1,learnable,1090
pandas:3ccdc5b662b72ff9c573b1de4b450d262f2278bb,pandas,8,6,0.7500,0.8999,1,learnable,1091
pandas:d2ef7e9a3f46489a1fa57c957d8c3ce664622723,pandas,16,12,0.7500,0.8999,1,learnable,1092
pandas:107c64f340c582cc8547f180555c85438da42e43,pandas,16,12,0.7500,0.8999,1,learnable,1093
pandas:00e684fe77514a5f624c8748bdd97e07afcd422c,pandas,24,18,0.7500,0.8999,1,learnable,1094
