task,repo,n,npass,p,v,keep,gt_class,gt_rank
pandas:d6aea32f27df80a2a858c6a61c44354794307bfc,pandas,24,18,0.7500,0.8999,1,learnable,1095
pandas:d7dcdf3634394079950234aa76a4349629b64e34,pandas,24,18,0.7500,0.8999,1,learnable,1096
pandas:37659d47a685ecc5f5117aa56526ece0106c6d0f,pandas,24,18,0.7500,0.8999,1,learnable,1097
pandas:e2b20686464b5990594b079e15449766f85dd85a,pandas,8,6,0.7500,0.8999,1,learnable,1098
pandas:9a6c13d04eee0cec0437f92dfdf6746a149f21a4,pandas,16,12,0.7500,0.8999,1,learnable,1099
pandas:feaa5033b7810f7775fd4806c27b2f9f1e9b5051,pandas,8,6,0.7500,0.8999,1,learnable,1100
pandas:a000ca9fad54293707cd246a03a7dce4a687348c,pandas,8,6,0.7500,0.8999,1,learnable,1101
pandas:134bec4d2aca2d42b76ee40d12084384526e5aaf,pandas,16,12,0.7500,0.8999,1,learnable,1102
pandas:58de58f1972b3f90b184a923cfbcf58798bff79f,pandas,16,12,0.7500,0.8999,1,learnable,1103
pandas:e58260216e001571967bb6abdb464d6480a471cf,pandas,16,12,0.7500,0.8999,1,learnable,1104
pandas:6d1372efcf5085cd38c2420eb837ddbde25e9f75,pandas,16,12,0.7500,0.8999,1,learnable,1105
pandas:7adc7d0e331bfa709b65c11f16009fe9c6f932f8,pandas,8,6,0.7500,0.8999,1,learnable,1106
pandas:278c69bca0b0480b9d33d6b9849106aad33daf3c,pandas,24,6,0.2500,0.8999,1,learnable,1107
pandas:e4086ec14a6088ce2b5a08c5824cebdbf16198f1,pandas,24,6,0.2500,0.8999,1,learnable,1108
pandas:1e900ecbbad92c5db3755a53c2abb21e146921c5,pandas,16,4,0.2500,0.8999,1,learnable,1109
pandas:3adfcff164089343d9526b797bab22cf4f204cf4,pandas,24,6,0.2500,0.8999,1,learnable,1110
pandas:82a102b393f0b9c6c1f19e1f89fc23544c22f2ba,pandas,16,4,0.2500,0.8999,1,learnable,1111
pandas:b00749c6c4d71f058ffbccf36cb167a44b8b18d5,pandas,16,4,0.2500,0.8999,1,learnable,1112
pandas:ed6fd2f810c044b3cea5d593ab82e5e1bf502512,pandas,24,6,0.2500,0.8999,1,learnable,1113
pandas:20f7ffa0e9a87fe207a316574d7343673b99d9d9,pandas,24,6,0.2500,0.8999,1,learnable,1114
pandas:56a253257fa9a8ea7631c0b9ddfb840d8977a26b,pandas,24,6,0.2500,0.8999,1,learnable,1115
pandas:4adc5fa9903bf603055e4b1a5f3c25d1f7d6daec,pandas,24,6,0.2500,0.8999,1,learnable,1116
pandas:6837794a9af034cd7e5807e627eb21e52b68edc6,pandas,24,6,0.2500,0.8999,1,learnable,1117
pandas:ae049aea7b83a63dddad42fae486e44e827025be,pandas,24,6,0.2500,0.8999,1,learnable,1118
pandas:ce4720575f65df38e59472d7f4d8543ffe7a0c13,pandas,24,6,0.2500,0.8999,1,learnable,1119
pandas:90f638f28153435e219cf3b4a1e651f6ef399294,pandas,24,6,0.2500,0.8999,1,learnable,1120
pandas:5b425425adc9d4acf1ef5670b860e27db068ca1a,pandas,24,6,0.2500,0.8999,1,learnable,1121
pandas:877876098c88fbf9dae2eb5cdcbecd52c6ffdd2d,pandas,24,6,0.2500,0.8999,1,learnable,1122
pandas:3b60759002fdc13edbbb1eab6c4bc5ec14d027ef,pandas,24,6,0.2500,0.8999,1,learnable,1123
pandas:7751108ac5cb40e9dee257fcb88002663d7089a9,pandas,24,6,0.2500,0.8999,1,learnable,1124
pandas:a951998314f91e90f9a32f534119fbb46c8858d8,pandas,24,6,0.2500,0.8999,1,learnable,1125
pandas:34926ffbae4f43180cb25816a4e72703b9c679b1,pandas,24,6,0.2500,0.8999,1,learnable,1126
pandas:c81d90f076016d6947c43e7fc302f500d526c96b,pandas,16,4,0.2500,0.8999,1,learnable,1127
pandas:e9d90b4bad413592615159be16a96959a0fb0a88,pandas,24,6,0.2500,0.8999,1,learnable,1128
pandas:2e3cb7685887f94997b9b83d0662aeb7a406e665,pandas,24,6,0.2500,0.8999,1,learnable,1129
pandas:e7cb6b32f43969596cced754a8c54da78b6dd770,pandas,24,6,0.2500,0.8999,1,learnable,1130
pandas:02a7420619477889cda99f5daa526be610a143f9,pandas,24,6,0.2500,0.8999,1,learnable,1131
pandas:14cf6e2bb36968563ea78f45c6d5d1fd80c5c87a,pandas,24,6,0.2500,0.8999,1,learnable,1132
pandas:86879ac9af524adc684bec77c621d27b19a36ca0,pandas,24,6,0.2500,0.8999,1,learnable,1133
pandas:b8448b2608bd85286e0062dcdcd84a2545511298,pandas,24,6,0.2500,0.8999,1,learnable,1134
pandas:05f85a438472df83e2aefbef4a43ea356ad003e3,pandas,24,6,0.2500,0.8999,1,learnable,1135
pandas:918e9f42e8250fb0a2422050e4b65644574e49a4,pandas,24,6,0.2500,0.8999,1,learnable,1136
pandas:f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,pandas,24,6,0.2500,0.8999,1,learnable,1137
pandas:ad0eb141fce3a77a08aead0bfffa888a13bbaedc,pandas,24,6,0.2500,0.8999,1,learnable,1138
pandas:f3f0795d8076f950efc75a80af4ddbe803238fc5,pandas,24,6,0.2500,0.8999,1,learnable,1139
pandas:c556c2067063c80b361158bdfa382360303e4486,pandas,24,6,0.2500,0.8999,1,learnable,1140
pandas:7cf2d0fbba4716d39b1b6e62f9ce370ea0f5254f,pandas,24,6,0.2500,0.8999,1,learnable,1141
pandas:b8413746d9d4c4ba6f7a1e694eabf7351f22b1a1,pandas,24,6,0.2500,0.8999,1,learnable,1142
pandas:f03ed625a573d26f0f6ffc53e6fd8e29b10f95df,pandas,24,6,0.2500,0.8999,1,learnable,1143
pandas:9ef6e9cf8c0637cde33ea2d3be3c929d42a84291,pandas,16,4,0.2500,0.8999,1,learnable,1144
pandas:a1643264b007b1832758d7f85546f59c4ea5fc35,pandas,16,4,0.2500,0.8999,1,learnable,1145
pandas:2ae017bdb4a2a7bb51fb2492a67a96d423e4a5b9,pandas,16,4,0.2500,0.8999,1,learnable,1146
pandas:b4e95661e416c4cc6b9c2910a89ad9887b3efeb5,pandas,16,4,0.2500,0.8999,1,learnable,1147
pandas:3cca07c8a5903d3749d478312f4e6d8f12b2ee20,pandas,8,2,0.2500,0.8999,1,learnable,1148
pandas:900ffa31abe503b50b5593a3fd01703665eb85d5,pandas,8,2,0.2500,0.8999,1,learnable,1149
pandas:b7ee8292b465aa507a37777443efbaecb07b3f57,pandas,16,4,0.2500,0.8999,1,learnable,1150
pandas:6bd17055ee2b6fefc77029ef082c29dee5eb03ac,pandas,8,2,0.2500,0.8999,1,learnable,1151
pandas:c688a0f4e39f362d1d88c35ab6093bc7963fc525,pandas,24,5,0.2083,0.8457,1,learnable,1271
pandas:fadb72cf5ef8489e409d4d33625bd16a76fa7a42,pandas,24,5,0.2083,0.8457,1,learnable,1272
pandas:cc9c9b9f6c57d458cb67616d2a34f66555dc8be1,pandas,24,5,0.2083,0.8457,1,learnable,1273
pandas:e1ec244688b80b52456264285033659bed01ffcd,pandas,24,5,0.2083,0.8457,1,learnable,1274
pandas:dfb265166c51fa20c473fbb0726f11442042ee03,pandas,24,5,0.2083,0.8457,1,learnable,1275
pandas:0519914675764ff183521712e3a7d4e57da1d331,pandas,24,5,0.2083,0.8457,1,learnable,1276
pandas:b7f061c3d24df943e16918ad3932e767f5639a38,pandas,24,5,0.2083,0.8457,1,learnable,1277
pandas:f5d1cacb384534b59461c36a55e39e2188e7ba53,pandas,24,5,0.2083,0.8457,1,learnable,1278
pandas:07c75105644e9c5aa3e64cfcf48a6112703d745e,pandas,24,5,0.2083,0.8457,1,learnable,1279
pandas:586f63bc1a2bdc14dd6e3b76dd2713541b10d4f6,pandas,24,5,0.2083,0.8457,1,learnable,1280
pandas:31a351258ad36392a8251c195f7e0869b90c7467,pandas,24,5,0.2083,0.8457,1,learnable,1281
pandas:ce3e57b44932e7131968b9bcca97c1391cb6b532,pandas,24,5,0.2083,0.8457,1,learnable,1282
pandas:fbe0fe6b92113cce995c41869e118aeda7f15d7c,pandas,24,5,0.2083,0.8457,1,learnable,1283
pandas:12ff4f4801cd60bf8351655abffe8a6c32f8c11f,pandas,24,5,0.2083,0.8457,1,learnable,1284
pandas:c3e32d739271355757f8cdba54c0daab2bca8226,pandas,24,5,0.2083,0.8457,1,learnable,1285
pandas:d5840f1addd8043480bdd43b5996e1aac22a4639,pandas,24,5,0.2083,0.8457,1,learnable,1286
pandas:693fb71ac4b9f68da332b94ce234929dd2a5d5e1,pandas,24,5,0.2083,0.8457,1,learnable,1287
pandas:7b0a8f1100213a91fc2110e527590cbb174b7df3,pandas,24,5,0.2083,0.8457,1,learnable,1288
pandas:1a4ac0ecb8073dcd996cf908816d68c5790fc9ac,pandas,24,5,0.2083,0.8457,1,learnable,1289
pandas:9b4fd9b22f2f93c556f4f9d99227c22c5d58ac29,pandas,24,5,0.2083,0.8457,1,learnable,1290
pandas:4ce3757a0295638990a452b11164a8ab46e6a1ea,pandas,24,5,0.2083,0.8457,1,learnable,1291
pandas:ba1e73500756fab064b83e6421ae7f42dffe55f8,pandas,24,5,0.2083,0.8457,1,learnable,1292
pandas:93297e07c6646fa92450d6ac0edc8419dd01de23,pandas,24,5,0.2083,0.8457,1,learnable,1293
pandas:489d1ff8a1683f7f5549108dc7b04e43b5f32965,pandas,24,5,0.2083,0.8457,1,learnable,1294
pandas:0070f74dd086b8ad70d4ba33244559c334f8912c,pandas,24,5,0.2083,0.8457,1,learnable,1295
pandas:6ea8474f502a14a97fd1407e9a073228abe36c7e,pandas,24,5,0.2083,0.8457,1,learnable,1296
pandas:0ca49fcf1e5d6a870f99624272a7e9332ea27593,pandas,24,5,0.2083,0.8457,1,learnable,1297
pandas:f04da3c1c9f5fd81ce7a04e55a965e4021de2ae9,pandas,24,5,0.2083,0.8457,1,learnable,1298
pandas:839ed72f3de11ea4309ad66cd35a06b45afdc387,pandas,24,5,0.2083,0.8457,1,learnable,1299
pandas:8664572fe63dbcb865588d9d564b49a572c3351e,pandas,24,5,0.2083,0.8457,1,learnable,1300
pandas:baeacad24a417fbf880f11fac578f9cb5216711d,pandas,24,5,0.2083,0.8457,1,learnable,1301
pandas:9ad63636cad78b6cfbbdb240c1dfcb72158eeb69,pandas,24,19,0.7917,0.8457,1,learnable,1345
pandas:cb71376385c33270fa1922aec9eb6c49de4336f4,pandas,24,19,0.7917,0.8457,1,learnable,1346
pandas:0ca9ddd6e6c4e01e0c9485bab74a74587cb2870b,pandas,24,19,0.7917,0.8457,1,learnable,1347
pandas:612c24433b8486eb6b6b0013354dd6d6a296c100,pandas,24,19,0.7917,0.8457,1,learnable,1348
pandas:7eabf30670d22ba39c320f6ebb40e5ab0d583be4,pandas,24,19,0.7917,0.8457,1,learnable,1349
pandas:01f4b7b6b602a7da9267bc0f987ec33abdf5e167,pandas,24,19,0.7917,0.8457,1,learnable,1350
pandas:bdd5d4c13bccc8fe2c4e4444136119ad69c2efcc,pandas,24,19,0.7917,0.8457,1,learnable,1351
pandas:54682234e3a3e89e246313bf8f9a53f98b199e7b,pandas,24,19,0.7917,0.8457,1,learnable,1352
pandas:c37dfc164ad880b89113326874a0578e81113b6c,pandas,24,19,0.7917,0.8457,1,learnable,1353
pandas:0e37717c7149a498694da9937ebdee5f0c544e6d,pandas,24,19,0.7917,0.8457,1,learnable,1354
pandas:781d9983ac54f9c6ee17accc0fd4ed55cdf71bbd,pandas,16,13,0.8125,0.8101,1,learnable,1429
pandas:266b9c04760d32d5da8f41d66c574ece2acfe508,pandas,16,13,0.8125,0.8101,1,learnable,1430
pandas:13b132e7d154cee2b6daf3133a283d745fee4def,pandas,16,13,0.8125,0.8101,1,learnable,1431
pandas:33e05d7432e3f580d27c949a0ccd87e5bff307e2,pandas,16,13,0.8125,0.8101,1,learnable,1432
pandas:6f0be79bae934f89d996c937b8c3a88043d9e31c,pandas,16,13,0.8125,0.8101,1,learnable,1433
pandas:f2dcd24d014063617a56585a34b93a2c1736de9b,pandas,16,13,0.8125,0.8101,1,learnable,1434
pandas:ca5b1df94b81bd75e869a5c76e2eafc82f2759d7,pandas,16,13,0.8125,0.8101,1,learnable,1435
pandas:52925335fe6d5f1ea6c79bb03da70654d9be9668,pandas,16,13,0.8125,0.8101,1,learnable,1436
pandas:1bfeb90d983ecea30e43acd06b7377f1cc7d2a83,pandas,16,13,0.8125,0.8101,1,learnable,1437
pandas:dd6e31aa41056cfb4724eafeefa36f9587e8a763,pandas,16,13,0.8125,0.8101,1,learnable,1438
pandas:d69eaae79af408b1a941ec42f6ac52a545bc39c0,pandas,16,13,0.8125,0.8101,1,learnable,1439
pandas:05cc95971e56b503d4df9911a44cd60a7b74cc79,pandas,16,13,0.8125,0.8101,1,learnable,1440
pandas:7688d52d15e9f9502cb033c0668853e4cc33bb3c,pandas,16,3,0.1875,0.8101,1,learnable,1441
pandas:b867e21d56ae986b0f31a185340a08a54b8db5a3,pandas,16,3,0.1875,0.8101,1,learnable,1442
pandas:245eddf2f8e85c4e680d858ee211f01ed3312067,pandas,16,3,0.1875,0.8101,1,learnable,1443
pandas:381dd06d6d901ebc77df5908a0b3461dae244236,pandas,16,3,0.1875,0.8101,1,learnable,1444
pandas:04e9a78ae26c88315bf5933861d98dd5333e58ce,pandas,16,3,0.1875,0.8101,1,learnable,1445
pandas:1779155552631a30d4bb176dec70b8cc477defd7,pandas,16,3,0.1875,0.8101,1,learnable,1446
pandas:f385fc0c2d39f029cdba9fc9441bf73e704b230c,pandas,16,3,0.1875,0.8101,1,learnable,1447
pandas:c3012b166c1a194633d5f9a693e3dd00f67326f6,pandas,16,3,0.1875,0.8101,1,learnable,1448
pandas:f334fcc681574f5b35b86a6eda17058d6a9505f2,pandas,16,3,0.1875,0.8101,1,learnable,1449
pandas:83fabfb8ad5aa10563491bc550404967a28b30f9,pandas,16,3,0.1875,0.8101,1,learnable,1450
pandas:a7c5773d19819b750c719344143aa5b96102e124,pandas,16,3,0.1875,0.8101,1,learnable,1451
pandas:023fa0cf110f0bccf8bc78c8da3f4d198c14eb35,pandas,16,3,0.1875,0.8101,1,learnable,1452
pandas:1dee9344a4e9a3a00935d3b91587254b5fb0b4f0,pandas,16,3,0.1875,0.8101,1,learnable,1453
pandas:7e51bd7314c147cee5c40769e3f0f17e449194a3,pandas,16,3,0.1875,0.8101,1,learnable,1454
pandas:921477ed71b93b9f0162fd018431f1076d48b37f,pandas,24,20,0.8333,0.7674,1,learnable,1524
pandas:41dfcccf0771950ed94b7bd4110c92a0c7397af7,pandas,24,20,0.8333,0.7674,1,learnable,1525
pandas:37dfcc1acf3b37a1ff5251fee3380a179da1f2ed,pandas,24,20,0.8333,0.7674,1,learnable,1526
pandas:daef69c1366e31c3c49aea6f2e55f577d0c832fd,pandas,24,20,0.8333,0.7674,1,learnable,1527
pandas:f669f94a186ea444cc771985a915e90eecf218a9,pandas,24,20,0.8333,0.7674,1,learnable,1528
pandas:c29736a3c2f2043265d38ce9712967cc001c3b88,pandas,24,20,0.8333,0.7674,1,learnable,1529
pandas:c08de6b26607c59fc7a7bb1311f96c5d40a6ea1c,pandas,24,20,0.8333,0.7674,1,learnable,1530
pandas:225190264c9eb65be8018972b2cfe76b45bc6a39,pandas,24,20,0.8333,0.7674,1,learnable,1531
pandas:cea27b47b2b1ac804463e70d98443be3450688b0,pandas,24,20,0.8333,0.7674,1,learnable,1532
pandas:122cd0745657687efe04cefe9471938cf0609f3a,pandas,24,20,0.8333,0.7674,1,learnable,1533
pandas:6efc5af8442e7c78a29ed01d8cb4ae9df1474926,pandas,24,20,0.8333,0.7674,1,learnable,1534
pandas:0511c494a2d8fbce3694c970cf9773587baa53be,pandas,24,20,0.8333,0.7674,1,learnable,1535
pandas:b13ddd57f6f88f75d987dd84d208a2329f1d94bb,pandas,24,20,0.8333,0.7674,1,learnable,1536
pandas:0c198e7a34767f13dfa4704d72189ea0878f455a,pandas,24,20,0.8333,0.7674,1,learnable,1537
pandas:142ca0887d8ddc38d8c18f2a7eaed2b665468df5,pandas,24,20,0.8333,0.7674,1,learnable,1538
pandas:ba3400d591fd00c41ff7e7f0f91032e72498316c,pandas,24,20,0.8333,0.7674,1,learnable,1539
pandas:06a3a03c005aae7942d37b6031f8297ae2f2e3e0,pandas,24,20,0.8333,0.7674,1,learnable,1540
pandas:c0066f32b4667744d7b86d680e7e3e5d9a08e33d,pandas,24,20,0.8333,0.7674,1,learnable,1541
pandas:de3295329c824940660760386d01a3117274cbbb,pandas,24,20,0.8333,0.7674,1,learnable,1542
pandas:528148ff20625780645eb2e0bcf55107b503776c,pandas,24,20,0.8333,0.7674,1,learnable,1543
pandas:961f9c4d7899121669c4832512c5903db573bb47,pandas,24,20,0.8333,0.7674,1,learnable,1544
pandas:de3a85c8404505ace0c0febc26b1fbe824f48034,pandas,24,20,0.8333,0.7674,1,learnable,1545
pandas:0bad85d866b57b3aa370b052cd5789d202f52c59,pandas,24,4,0.1667,0.7674,1,learnable,1546
pandas:b71761de38453ddc2aff63388557e482ce561b5a,pandas,24,4,0.1667,0.7674,1,learnable,1547
pandas:6a9ceacfcc2f1827e87b69de4fc066c2c172d8ec,pandas,24,4,0.1667,0.7674,1,learnable,1548
pandas:cb89bc0c012a3154fae394a7299e72ec75956c9b,pandas,24,4,0.1667,0.7674,1,learnable,1549
pandas:7a24c35c92f6618b0ab568397b60af5164806617,pandas,24,4,0.1667,0.7674,1,learnable,1550
pandas:0a854b8084df6d3bf5e03333d5e51bc9c9602e15,pandas,24,4,0.1667,0.7674,1,learnable,1551
pandas:866a388412067f39e5be9ba75d0fbeff10ae5fd7,pandas,24,4,0.1667,0.7674,1,learnable,1552
pandas:0556613072fe44b88289d908992174a5b8509019,pandas,24,4,0.1667,0.7674,1,learnable,1553
pandas:4118ed8533d9d3669eaed1e1be874c8875be7d5f,pandas,24,4,0.1667,0.7674,1,learnable,1554
pandas:e3443e3aa9591cd346a4b1a7576795a76750d377,pandas,24,4,0.1667,0.7674,1,learnable,1555
pandas:1a306017ccddbd4abb6e5e3be97e28d82de8dac2,pandas,24,4,0.1667,0.7674,1,learnable,1556
pandas:db980ba1ee9a2a9d8cc31577a6c3e03f6092eb90,pandas,24,4,0.1667,0.7674,1,learnable,1557
pandas:6884d1c6fdf28c63cb2b538ee7b48fbadd95d284,pandas,24,4,0.1667,0.7674,1,learnable,1558
pandas:cfc9c0e3fa3d9e7e7df3884cd3eac1c62e59b5e3,pandas,24,4,0.1667,0.7674,1,learnable,1559
pandas:6ef695ff19cbc54c7f17f55aedb79e2757784670,pandas,24,4,0.1667,0.7674,1,learnable,1560
pandas:7025c597021c615b2dcaaf85c2ccc677bfea0dad,pandas,24,4,0.1667,0.7674,1,learnable,1561
pandas:84cb75db34de3cf9a6118874526736a0b030e88a,pandas,24,4,0.1667,0.7674,1,learnable,1562
pandas:936d125bc50eb6c74402244ea509855920928270,pandas,24,4,0.1667,0.7674,1,learnable,1563
pandas:d2031d76f739b069c8df0a93944bab2a9d5c8abd,pandas,24,4,0.1667,0.7674,1,learnable,1564
pandas:82ce975b16195b66ce2bdb00b9040d843412cc33,pandas,24,4,0.1667,0.7674,1,learnable,1565
pandas:ccf951962bb0d24dde76602ebe40a99d0ef68432,pandas,24,4,0.1667,0.7674,1,learnable,1566
pandas:8b36142a0e7c1071e9fd9ff37f579ebdef056838,pandas,24,4,0.1667,0.7674,1,learnable,1567
pandas:714f7d7fa6580e5be796ca3746eb37a6743d48e0,pandas,24,4,0.1667,0.7674,1,learnable,1568
pandas:d1dd468272f3272dfde78cf8446a8a940427a978,pandas,24,4,0.1667,0.7674,1,learnable,1569
pandas:7b8023f6c5d0d39845c97caf6d7102b3b5e457fe,pandas,24,4,0.1667,0.7674,1,learnable,1570
pandas:f5ab5a80a9193bdee50c661ce5a3abaabc312fd2,pandas,8,7,0.8750,0.6564,1,learnable,1727
pandas:27550e814ed47b875caf507de2f27cec3bebb2d3,pandas,24,21,0.8750,0.6564,1,learnable,1728
pandas:2d830150ffbd2c2c0b9720af797cb86fdb34137b,pandas,24,21,0.8750,0.6564,1,learnable,1729
pandas:041b6b180f8175b642977852f01e9211983b46ce,pandas,24,21,0.8750,0.6564,1,learnable,1730
pandas:06cdcc0576e387551462511f82d3eed8c02be570,pandas,24,21,0.8750,0.6564,1,learnable,1731
pandas:23abcd909672281cf54ad89d2f1f3be3d3605180,pandas,24,21,0.8750,0.6564,1,learnable,1732
pandas:f61deb962ac0853595a43ad024c482b018d1792b,pandas,24,21,0.8750,0.6564,1,learnable,1733
pandas:7e410c166d298ba61d4e33af55968f6f7d25a005,pandas,24,21,0.8750,0.6564,1,learnable,1734
pandas:44d5498d8697513b7a4638c62dd711b1539d2335,pandas,16,14,0.8750,0.6564,1,learnable,1735
pandas:30814ee4635c1055bb0ccb4d6c2648c783bc98b8,pandas,24,21,0.8750,0.6564,1,learnable,1736
pandas:0db7bd9ddb4af8e69fef5d420f9e673d15875f3c,pandas,24,21,0.8750,0.6564,1,learnable,1737
pandas:08395af43b813b69b1cf038d260104cfeeb3e787,pandas,24,21,0.8750,0.6564,1,learnable,1738
pandas:3882fd2e383d7c2850801fbadbfe8c06a8508654,pandas,24,21,0.8750,0.6564,1,learnable,1739
pandas:a527c0197156d8e0e15d215453808e55ea488463,pandas,24,21,0.8750,0.6564,1,learnable,1740
pandas:4bea29943b51698fe336ada5f8ecfb3b0842557a,pandas,24,21,0.8750,0.6564,1,learnable,1741
pandas:9c9789c515f79d1a065ca6891464865d3cd16468,pandas,24,21,0.8750,0.6564,1,learnable,1742
pandas:365448dc665f6d49f3d3071a6c3a04aaccacb3d2,pandas,24,21,0.8750,0.6564,1,learnable,1743
pandas:52a1725965cb469de618ad56af467dc0aba53a87,pandas,24,21,0.8750,0.6564,1,learnable,1744
pandas:f1c886dc0ebe5998b614c9ac5256fc6a39afc3e4,pandas,24,21,0.8750,0.6564,1,learnable,1745
pandas:c30456f9e465edb4bfc66a44eaee7a781ae0037f,pandas,16,14,0.8750,0.6564,1,learnable,1746
pandas:3aec1d5756f363e25062914dbb82bd8b25b399ce,pandas,16,14,0.8750,0.6564,1,learnable,1747
pandas:2a0e772e85b44142fdd83ad17825c54b059f1f6b,pandas,24,21,0.8750,0.6564,1,learnable,1748
pandas:74f6579941fbe71cf7c033f53977047ac872e469,pandas,24,21,0.8750,0.6564,1,learnable,1749
pandas:f1684a15d0abf519059c7bf8d0e7f3ddb5ec5385,pandas,8,7,0.8750,0.6564,1,learnable,1750
pandas:21c299194a2b59a715fa7264bd6b44787deafc7a,pandas,16,14,0.8750,0.6564,1,learnable,1751
pandas:112fd0b5cbf222db44ae6215b30db2d21c718c85,pandas,16,14,0.8750,0.6564,1,learnable,1752
pandas:7e919373236a538b9157359af9c7b8ca3d32e920,pandas,24,21,0.8750,0.6564,1,learnable,1753
pandas:fa547d83cc566e77ba54c1b8fe16eaba7be718e2,pandas,16,14,0.8750,0.6564,1,learnable,1754
pandas:f9e4394d5435255234c6c14e380618e6a3b1fcf7,pandas,16,14,0.8750,0.6564,1,learnable,1755
pandas:4cbee179bd9ced459ef7865297110ec7e86f213f,pandas,16,14,0.8750,0.6564,1,learnable,1756
pandas:88bcd2d1e066958b8bd7210e81771538cc3bdd4c,pandas,8,7,0.8750,0.6564,1,learnable,1757
pandas:ffa6e20d7dadd262d9035a647dffed9903fc5929,pandas,16,14,0.8750,0.6564,1,learnable,1758
pandas:ae70ecee9caa7173634756aa2daae41dde0fa16a,pandas,16,14,0.8750,0.6564,1,learnable,1759
pandas:6210077d32a9e9675526ea896e6d1f9189629d4a,pandas,16,14,0.8750,0.6564,1,learnable,1760
pandas:29edd119d31a9ee7d4f89e8c1dc8af96f0c19dce,pandas,8,7,0.8750,0.6564,1,learnable,1761
pandas:1cb5f69c6f07808c0df9a96b5a5679a8308ffae9,pandas,24,3,0.1250,0.6564,1,learnable,1762
pandas:26c91855ea7f1803a1eabbb1bf12c8f5da019585,pandas,16,2,0.1250,0.6564,1,learnable,1763
pandas:ccfa9dba397b70074a5edec51e083ced54f206a3,pandas,16,2,0.1250,0.6564,1,learnable,1764
pandas:b2fe1c88c657830cecc31605f715a4e90245f3e9,pandas,16,2,0.1250,0.6564,1,learnable,1765
pandas:3fbb030f59d6a22ccb2b878f1c64d53fbd5e75b5,pandas,8,1,0.1250,0.6564,1,learnable,1766
pandas:9b63034aeae7fe7abb45a7ba4c45d373df98bdfb,pandas,24,3,0.1250,0.6564,1,learnable,1767
pandas:8b5ba3c78d476e1018087c8a0e87165132a27592,pandas,24,3,0.1250,0.6564,1,learnable,1768
pandas:0c50950f2a7e32887eff6be5979f09772091e1de,pandas,16,2,0.1250,0.6564,1,learnable,1769
pandas:5a9de8baca5f97811ad6579e3e569b8f385c7b08,pandas,24,3,0.1250,0.6564,1,learnable,1770
pandas:b2b1c53bbe96cf1d47b9fd34204aa54a9825fd98,pandas,24,3,0.1250,0.6564,1,learnable,1771
pandas:42fd7e7d9a2c115af9a52f7f896d48b75a271efe,pandas,24,3,0.1250,0.6564,1,learnable,1772
pandas:b1f7e58cb474f74e4902b6eb358a24d67a0f42c6,pandas,24,3,0.1250,0.6564,1,learnable,1773
pandas:30f433bb57613a7ce693ef4fab526ebfce6b0524,pandas,24,3,0.1250,0.6564,1,learnable,1774
pandas:42c7fafdaa34d06a08c8fa6d2feb833893f9c040,pandas,24,3,0.1250,0.6564,1,learnable,1775
pandas:ce0efe86c5a3c261b91ad36a4b550816d7393994,pandas,24,3,0.1250,0.6564,1,learnable,1776
pandas:9190b13c0065d8af38cdd074ecc26f79f2d09c67,pandas,8,1,0.1250,0.6564,1,learnable,1777
pandas:6fcc1886fbd09334ae45425b52494b6e57f373ae,pandas,8,1,0.1250,0.6564,1,learnable,1778
pandas:abea8fa5a8427f9d41e10547a18bf44df6894bae,pandas,16,2,0.1250,0.6564,1,learnable,1779
pandas:c2d02912704f657c5a5736d6d10a784ecdd9aaca,pandas,24,3,0.1250,0.6564,1,learnable,1780
pandas:41e3b292e126f98350071bf6f2f6474ea7e8b393,pandas,24,3,0.1250,0.6564,1,learnable,1781
pandas:c80b14511cc24ec6c4d4922bfe4fe7214713484e,pandas,24,3,0.1250,0.6564,1,learnable,1782
pandas:20474d57bfadc16394003ae91dbd62bc6bcb9228,pandas,24,3,0.1250,0.6564,1,learnable,1783
pandas:ba31de37d48f4627de7ac4eba27f73bda5879194,pandas,24,3,0.1250,0.6564,1,learnable,1784
pandas:6d340a9ee37b0814f86bd5d6ea0d2d8558a68c6b,pandas,24,3,0.1250,0.6564,1,learnable,1785
pandas:28634289c88cbecdeb2c1793baf6bf6898304824,pandas,24,3,0.1250,0.6564,1,learnable,1786
pandas:56b3e5900c783c8d16654fa35fed6a4703712ff2,pandas,24,3,0.1250,0.6564,1,learnable,1787
pandas:51c6a05477ffb5835ee52fc0bbb26e2f64f13bf7,pandas,24,3,0.1250,0.6564,1,learnable,1788
pandas:9294f91f34705b5ffd4011b8a8f5f7da7909ddb8,pandas,24,3,0.1250,0.6564,1,learnable,1789
pandas:bf05f35d16afe2bfb8f82cb257ee9a982b95fee1,pandas,24,3,0.1250,0.6564,1,learnable,1790
pandas:f656217a06b31e48474702036e0a5c49f664186c,pandas,24,3,0.1250,0.6564,1,learnable,1791
pandas:54fa3da2e0b65b733d12de6cbecbf2d8afef4e9f,pandas,16,2,0.1250,0.6564,1,learnable,1792
pandas:ffc06f11e083c20795d06507fa2912fc2328ca53,pandas,24,3,0.1250,0.6564,1,learnable,1793
pandas:d76b9f2cd045ea0c6e32bedfeaea0410c569f56e,pandas,8,1,0.1250,0.6564,1,learnable,1794
